age	workclass	fnlwgt	education	education-num	marital-status	occupation	relationship	race	sex	capital-gain	capital-loss	hours-per-week	native-country	y
24.000	Private	82804.000	HS-grad	9.000	Never-married	Handlers-cleaners	Unmarried	Black	Female	0.000	0.000	40.000	United-States	<=50K
52.000	Self-emp-not-inc	334273.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	60.000	United-States	>50K
20.000	Private	27337.000	HS-grad	9.000	Never-married	Handlers-cleaners	Own-child	Amer-Indian-Eskimo	Male	0.000	0.000	48.000	United-States	<=50K
43.000	Self-emp-inc	188436.000	Masters	14.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	5013.000	0.000	45.000	United-States	<=50K
45.000	Private	433665.000	7th-8th	4.000	Separated	Other-service	Unmarried	White	Female	0.000	0.000	40.000	Mexico	<=50K
29.000	Self-emp-not-inc	110663.000	HS-grad	9.000	Separated	Craft-repair	Not-in-family	White	Male	0.000	0.000	35.000	United-States	<=50K
47.000	Private	87490.000	Masters	14.000	Divorced	Exec-managerial	Unmarried	White	Male	0.000	0.000	42.000	United-States	<=50K
24.000	Private	354351.000	HS-grad	9.000	Never-married	Craft-repair	Own-child	White	Male	0.000	0.000	40.000	United-States	<=50K
51.000	Private	95469.000	HS-grad	9.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
17.000	Private	242718.000	11th	7.000	Never-married	Sales	Own-child	White	Male	0.000	0.000	12.000	United-States	<=50K
37.000	Private	22463.000	Assoc-voc	11.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	1977.000	40.000	United-States	>50K
27.000	Private	158156.000	Doctorate	16.000	Never-married	Prof-specialty	Not-in-family	White	Female	0.000	0.000	70.000	United-States	<=50K
29.000	Private	350162.000	Bachelors	13.000	Married-civ-spouse	Exec-managerial	Wife	White	Male	0.000	0.000	40.000	United-States	>50K
18.000	?	165532.000	12th	8.000	Never-married	?	Own-child	White	Male	0.000	0.000	25.000	United-States	<=50K
36.000	Self-emp-not-inc	28738.000	Assoc-acdm	12.000	Divorced	Sales	Unmarried	White	Female	0.000	0.000	35.000	United-States	<=50K
58.000	Local-gov	283635.000	Bachelors	13.000	Never-married	Prof-specialty	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
26.000	Self-emp-not-inc	86646.000	Some-college	10.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	45.000	United-States	<=50K
65.000	?	195733.000	Some-college	10.000	Married-civ-spouse	?	Husband	White	Male	0.000	0.000	30.000	United-States	>50K
57.000	Private	69884.000	HS-grad	9.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
59.000	Private	199713.000	HS-grad	9.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
27.000	Private	181659.000	HS-grad	9.000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
31.000	Self-emp-not-inc	340939.000	Bachelors	13.000	Never-married	Tech-support	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
21.000	Private	197747.000	Some-college	10.000	Never-married	Sales	Own-child	White	Female	0.000	0.000	24.000	United-States	<=50K
29.000	Private	34292.000	Some-college	10.000	Never-married	Adm-clerical	Not-in-family	White	Male	0.000	0.000	60.000	United-States	<=50K
18.000	Private	156764.000	11th	7.000	Never-married	Other-service	Own-child	White	Male	0.000	0.000	40.000	United-States	<=50K
52.000	Private	25826.000	10th	6.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	1887.000	47.000	United-States	>50K
57.000	Self-emp-inc	103948.000	Bachelors	13.000	Divorced	Prof-specialty	Not-in-family	White	Male	0.000	0.000	80.000	United-States	<=50K
42.000	?	137390.000	HS-grad	9.000	Married-civ-spouse	?	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
55.000	?	105138.000	HS-grad	9.000	Married-civ-spouse	?	Wife	Asian-Pac-Islander	Female	0.000	0.000	40.000	United-States	<=50K
60.000	Private	39352.000	7th-8th	4.000	Never-married	Transport-moving	Not-in-family	White	Male	0.000	0.000	48.000	United-States	>50K
31.000	Private	168387.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	7688.000	0.000	40.000	Canada	>50K
23.000	Private	117789.000	Bachelors	13.000	Never-married	Adm-clerical	Own-child	White	Female	0.000	0.000	40.000	United-States	<=50K
27.000	Private	267147.000	HS-grad	9.000	Never-married	Sales	Own-child	White	Male	0.000	0.000	40.000	United-States	<=50K
23.000	?	99399.000	Some-college	10.000	Never-married	?	Unmarried	Amer-Indian-Eskimo	Female	0.000	0.000	25.000	United-States	<=50K
42.000	Self-emp-not-inc	214242.000	Prof-school	15.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	1902.000	50.000	United-States	>50K
25.000	Private	200408.000	Some-college	10.000	Never-married	Tech-support	Not-in-family	White	Male	2174.000	0.000	40.000	United-States	<=50K
49.000	Private	136455.000	Bachelors	13.000	Never-married	Prof-specialty	Not-in-family	White	Female	0.000	0.000	45.000	United-States	<=50K
32.000	Private	239824.000	Bachelors	13.000	Never-married	Tech-support	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
19.000	Private	217039.000	Some-college	10.000	Never-married	Adm-clerical	Own-child	White	Male	0.000	0.000	28.000	United-States	<=50K
60.000	Private	51290.000	7th-8th	4.000	Divorced	Other-service	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
42.000	Local-gov	175674.000	9th	5.000	Married-civ-spouse	Other-service	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
35.000	Self-emp-not-inc	194404.000	Assoc-acdm	12.000	Never-married	Farming-fishing	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
48.000	Private	45612.000	HS-grad	9.000	Never-married	Adm-clerical	Unmarried	Black	Female	0.000	0.000	37.000	United-States	<=50K
51.000	Private	410114.000	Masters	14.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
29.000	Private	182521.000	HS-grad	9.000	Never-married	Craft-repair	Not-in-family	Amer-Indian-Eskimo	Male	0.000	0.000	40.000	United-States	<=50K
36.000	Local-gov	339772.000	HS-grad	9.000	Separated	Exec-managerial	Not-in-family	Black	Male	0.000	0.000	40.000	United-States	<=50K
17.000	Private	169658.000	10th	6.000	Never-married	Other-service	Own-child	White	Female	0.000	0.000	21.000	United-States	<=50K
52.000	Private	200853.000	Masters	14.000	Divorced	Prof-specialty	Not-in-family	White	Female	6849.000	0.000	60.000	United-States	<=50K
24.000	Private	247564.000	HS-grad	9.000	Never-married	Craft-repair	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
24.000	Private	249909.000	HS-grad	9.000	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0.000	0.000	50.000	United-States	<=50K
26.000	Local-gov	208122.000	Bachelors	13.000	Never-married	Prof-specialty	Own-child	White	Male	1055.000	0.000	40.000	United-States	<=50K
27.000	Private	109881.000	Bachelors	13.000	Never-married	Other-service	Own-child	White	Female	0.000	0.000	20.000	United-States	<=50K
39.000	Private	207824.000	HS-grad	9.000	Never-married	Handlers-cleaners	Own-child	White	Male	0.000	0.000	60.000	United-States	<=50K
30.000	Private	369027.000	HS-grad	9.000	Married-civ-spouse	Transport-moving	Husband	Black	Male	0.000	0.000	45.000	United-States	<=50K
50.000	Self-emp-not-inc	114117.000	HS-grad	9.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000	0.000	32.000	United-States	<=50K
52.000	Self-emp-inc	51048.000	Bachelors	13.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	55.000	United-States	<=50K
46.000	Private	102388.000	Prof-school	15.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	15024.000	0.000	45.000	United-States	>50K
23.000	Private	190483.000	Bachelors	13.000	Never-married	Sales	Own-child	White	Female	0.000	0.000	20.000	United-States	<=50K
45.000	Private	462440.000	11th	7.000	Widowed	Other-service	Not-in-family	Black	Female	0.000	0.000	20.000	United-States	<=50K
65.000	Private	109351.000	9th	5.000	Widowed	Priv-house-serv	Unmarried	Black	Female	0.000	0.000	24.000	United-States	<=50K
29.000	Private	34383.000	Assoc-voc	11.000	Married-civ-spouse	Transport-moving	Husband	White	Male	0.000	0.000	55.000	United-States	<=50K
47.000	Private	241832.000	9th	5.000	Married-spouse-absent	Handlers-cleaners	Unmarried	White	Male	0.000	0.000	40.000	El-Salvador	<=50K
30.000	Private	124187.000	HS-grad	9.000	Never-married	Farming-fishing	Own-child	Black	Male	0.000	0.000	60.000	United-States	<=50K
34.000	Private	153614.000	HS-grad	9.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	45.000	United-States	>50K
38.000	Self-emp-not-inc	267556.000	HS-grad	9.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	64.000	United-States	<=50K
33.000	Private	205469.000	Some-college	10.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
49.000	Private	268090.000	Bachelors	13.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	26.000	United-States	>50K
47.000	Self-emp-not-inc	165039.000	Some-college	10.000	Never-married	Other-service	Unmarried	Black	Female	0.000	0.000	40.000	United-States	<=50K
49.000	Local-gov	120451.000	10th	6.000	Separated	Other-service	Unmarried	Black	Female	0.000	0.000	40.000	United-States	<=50K
43.000	Private	154374.000	Some-college	10.000	Married-civ-spouse	Craft-repair	Husband	White	Male	15024.000	0.000	60.000	United-States	>50K
30.000	Private	103649.000	Bachelors	13.000	Married-civ-spouse	Adm-clerical	Wife	Black	Female	0.000	0.000	40.000	United-States	>50K
58.000	Self-emp-not-inc	35723.000	HS-grad	9.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	60.000	United-States	<=50K
19.000	Private	262601.000	HS-grad	9.000	Never-married	Other-service	Own-child	White	Female	0.000	0.000	14.000	United-States	<=50K
21.000	Private	226181.000	Bachelors	13.000	Never-married	Handlers-cleaners	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
33.000	Private	175697.000	Bachelors	13.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	15024.000	0.000	60.000	United-States	>50K
47.000	Self-emp-inc	248145.000	5th-6th	3.000	Married-civ-spouse	Transport-moving	Husband	White	Male	0.000	0.000	50.000	Cuba	<=50K
52.000	Self-emp-not-inc	289436.000	Doctorate	16.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	60.000	United-States	>50K
26.000	Private	75654.000	HS-grad	9.000	Divorced	Craft-repair	Not-in-family	White	Male	0.000	0.000	55.000	United-States	<=50K
60.000	Private	199378.000	HS-grad	9.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
21.000	Private	160968.000	Some-college	10.000	Never-married	Handlers-cleaners	Own-child	White	Male	0.000	0.000	40.000	United-States	<=50K
36.000	Private	188563.000	Some-college	10.000	Married-civ-spouse	Sales	Husband	White	Male	5178.000	0.000	50.000	United-States	>50K
31.000	Private	55849.000	Some-college	10.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	45.000	United-States	<=50K
50.000	Self-emp-inc	195322.000	Doctorate	16.000	Separated	Prof-specialty	Not-in-family	White	Male	0.000	0.000	40.000	United-States	>50K
31.000	Local-gov	402089.000	HS-grad	9.000	Divorced	Adm-clerical	Unmarried	White	Female	0.000	0.000	40.000	United-States	<=50K
71.000	Private	78277.000	HS-grad	9.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	15.000	United-States	<=50K
58.000	?	158611.000	HS-grad	9.000	Married-civ-spouse	?	Husband	White	Male	0.000	0.000	50.000	United-States	<=50K
30.000	State-gov	169496.000	Bachelors	13.000	Married-civ-spouse	Tech-support	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
20.000	Private	130959.000	Some-college	10.000	Never-married	Other-service	Own-child	White	Male	0.000	0.000	20.000	United-States	<=50K
24.000	Private	556660.000	HS-grad	9.000	Never-married	Exec-managerial	Other-relative	White	Male	4101.000	0.000	50.000	United-States	<=50K
35.000	Private	292472.000	Doctorate	16.000	Married-civ-spouse	Prof-specialty	Husband	Asian-Pac-Islander	Male	0.000	0.000	40.000	Taiwan	>50K
38.000	State-gov	143774.000	Some-college	10.000	Separated	Exec-managerial	Not-in-family	White	Female	0.000	0.000	45.000	United-States	<=50K
27.000	Private	288341.000	HS-grad	9.000	Never-married	Machine-op-inspct	Own-child	White	Female	0.000	0.000	32.000	United-States	<=50K
29.000	State-gov	71592.000	Some-college	10.000	Never-married	Adm-clerical	Unmarried	Asian-Pac-Islander	Female	0.000	0.000	40.000	Philippines	<=50K
70.000	?	167358.000	9th	5.000	Widowed	?	Unmarried	White	Female	1111.000	0.000	15.000	United-States	<=50K
34.000	Private	106742.000	HS-grad	9.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	45.000	United-States	<=50K
44.000	Private	219288.000	7th-8th	4.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	35.000	United-States	<=50K
43.000	Private	174524.000	HS-grad	9.000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
44.000	Self-emp-not-inc	335183.000	12th	8.000	Married-civ-spouse	Handlers-cleaners	Husband	Black	Male	0.000	0.000	40.000	United-States	>50K
35.000	Private	261293.000	Masters	14.000	Never-married	Sales	Not-in-family	White	Male	0.000	0.000	60.000	United-States	<=50K
27.000	Private	111900.000	Some-college	10.000	Never-married	Prof-specialty	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
43.000	Local-gov	194360.000	Masters	14.000	Never-married	Prof-specialty	Not-in-family	White	Male	0.000	0.000	38.000	United-States	<=50K
20.000	Private	81145.000	Some-college	10.000	Never-married	Sales	Not-in-family	White	Female	0.000	0.000	25.000	United-States	<=50K
42.000	Private	341204.000	Assoc-acdm	12.000	Divorced	Prof-specialty	Unmarried	White	Female	8614.000	0.000	40.000	United-States	>50K
27.000	State-gov	249362.000	Some-college	10.000	Married-civ-spouse	Transport-moving	Husband	White	Male	3411.000	0.000	40.000	United-States	<=50K
42.000	Private	247019.000	HS-grad	9.000	Married-civ-spouse	Craft-repair	Husband	Black	Male	0.000	0.000	40.000	United-States	>50K
20.000	?	114746.000	11th	7.000	Married-spouse-absent	?	Own-child	Asian-Pac-Islander	Female	0.000	1762.000	40.000	South	<=50K
24.000	Private	172146.000	9th	5.000	Never-married	Machine-op-inspct	Not-in-family	White	Male	0.000	1721.000	40.000	United-States	<=50K
48.000	Federal-gov	110457.000	Some-college	10.000	Divorced	Exec-managerial	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
17.000	?	80077.000	11th	7.000	Never-married	?	Own-child	White	Female	0.000	0.000	20.000	United-States	<=50K
17.000	Self-emp-not-inc	368700.000	11th	7.000	Never-married	Farming-fishing	Own-child	White	Male	0.000	0.000	10.000	United-States	<=50K
33.000	Private	182556.000	Bachelors	13.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
50.000	Self-emp-inc	219420.000	HS-grad	9.000	Married-civ-spouse	Sales	Husband	White	Male	0.000	0.000	50.000	United-States	>50K
22.000	Private	240817.000	HS-grad	9.000	Never-married	Sales	Own-child	White	Female	2597.000	0.000	40.000	United-States	<=50K
17.000	Private	102726.000	12th	8.000	Never-married	Other-service	Own-child	White	Male	0.000	0.000	16.000	United-States	<=50K
32.000	Private	226267.000	Some-college	10.000	Married-civ-spouse	Adm-clerical	Husband	White	Male	0.000	0.000	40.000	Mexico	<=50K
31.000	Private	125457.000	HS-grad	9.000	Never-married	Craft-repair	Not-in-family	White	Male	0.000	0.000	45.000	United-States	<=50K
58.000	Self-emp-not-inc	204021.000	HS-grad	9.000	Widowed	Exec-managerial	Not-in-family	White	Male	0.000	0.000	50.000	United-States	<=50K
29.000	Local-gov	92262.000	HS-grad	9.000	Never-married	Protective-serv	Own-child	White	Male	0.000	0.000	48.000	United-States	<=50K
37.000	Private	161141.000	Assoc-voc	11.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	40.000	Portugal	>50K
34.000	Self-emp-not-inc	190290.000	HS-grad	9.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
23.000	Local-gov	430828.000	Some-college	10.000	Separated	Exec-managerial	Unmarried	Black	Male	0.000	0.000	40.000	United-States	<=50K
18.000	State-gov	59342.000	11th	7.000	Never-married	Adm-clerical	Own-child	White	Female	0.000	0.000	5.000	United-States	<=50K
34.000	Private	136721.000	HS-grad	9.000	Divorced	Exec-managerial	Not-in-family	White	Female	0.000	0.000	40.000	United-States	<=50K
66.000	?	149422.000	7th-8th	4.000	Never-married	?	Not-in-family	White	Male	0.000	0.000	4.000	United-States	<=50K
45.000	Local-gov	86644.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Wife	White	Female	0.000	0.000	55.000	United-States	<=50K
41.000	Private	195124.000	Masters	14.000	Never-married	Exec-managerial	Not-in-family	White	Male	0.000	0.000	35.000	Dominican-Republic	<=50K
26.000	Private	167350.000	HS-grad	9.000	Never-married	Other-service	Other-relative	White	Male	0.000	0.000	30.000	United-States	<=50K
54.000	Local-gov	113000.000	Some-college	10.000	Married-civ-spouse	Farming-fishing	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
24.000	Private	140027.000	Some-college	10.000	Never-married	Machine-op-inspct	Own-child	Black	Female	0.000	0.000	45.000	United-States	<=50K
42.000	Private	262425.000	Some-college	10.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	50.000	United-States	<=50K
20.000	Private	316702.000	Some-college	10.000	Never-married	Prof-specialty	Own-child	White	Male	0.000	0.000	20.000	United-States	<=50K
23.000	State-gov	335453.000	Bachelors	13.000	Never-married	Tech-support	Not-in-family	White	Female	0.000	0.000	20.000	United-States	<=50K
25.000	?	202480.000	Assoc-acdm	12.000	Never-married	?	Other-relative	White	Male	0.000	0.000	45.000	United-States	<=50K
35.000	Private	203628.000	Masters	14.000	Never-married	Prof-specialty	Not-in-family	White	Male	0.000	0.000	60.000	United-States	>50K
31.000	Private	118710.000	Masters	14.000	Married-civ-spouse	Tech-support	Husband	White	Male	0.000	1902.000	40.000	United-States	>50K
30.000	Private	189620.000	Bachelors	13.000	Never-married	Prof-specialty	Own-child	White	Female	0.000	0.000	40.000	Poland	<=50K
19.000	Private	475028.000	HS-grad	9.000	Never-married	Sales	Own-child	White	Female	0.000	0.000	20.000	United-States	<=50K
36.000	Local-gov	110866.000	Bachelors	13.000	Never-married	Prof-specialty	Not-in-family	White	Male	0.000	0.000	50.000	United-States	<=50K
31.000	Private	243605.000	Bachelors	13.000	Widowed	Sales	Unmarried	White	Female	0.000	1380.000	40.000	Cuba	<=50K
21.000	Private	163870.000	Some-college	10.000	Never-married	Handlers-cleaners	Own-child	White	Male	0.000	0.000	30.000	United-States	<=50K
31.000	Self-emp-not-inc	80145.000	Some-college	10.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
46.000	Private	295566.000	Doctorate	16.000	Divorced	Prof-specialty	Unmarried	White	Female	25236.000	0.000	65.000	United-States	>50K
44.000	Private	63042.000	Bachelors	13.000	Divorced	Exec-managerial	Own-child	White	Female	0.000	0.000	50.000	United-States	>50K
40.000	Private	229148.000	12th	8.000	Married-civ-spouse	Other-service	Husband	Black	Male	0.000	0.000	40.000	Jamaica	<=50K
45.000	Private	242552.000	Some-college	10.000	Never-married	Sales	Not-in-family	Black	Male	0.000	0.000	40.000	United-States	<=50K
60.000	Private	177665.000	HS-grad	9.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	35.000	United-States	<=50K
18.000	Private	208103.000	11th	7.000	Never-married	Other-service	Other-relative	White	Male	0.000	0.000	25.000	United-States	<=50K
28.000	Private	296450.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
36.000	Private	70282.000	Some-college	10.000	Divorced	Adm-clerical	Unmarried	Black	Female	0.000	0.000	40.000	United-States	<=50K
36.000	Private	271767.000	Bachelors	13.000	Separated	Prof-specialty	Not-in-family	White	Male	0.000	0.000	40.000	?	<=50K
40.000	Private	144995.000	Assoc-voc	11.000	Married-civ-spouse	Tech-support	Husband	White	Male	4386.000	0.000	40.000	United-States	<=50K
36.000	Local-gov	382635.000	Bachelors	13.000	Divorced	Adm-clerical	Unmarried	White	Female	0.000	0.000	35.000	Honduras	<=50K
31.000	Private	295697.000	HS-grad	9.000	Separated	Other-service	Unmarried	Black	Female	0.000	0.000	40.000	United-States	<=50K
33.000	Private	194141.000	HS-grad	9.000	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
19.000	State-gov	378418.000	HS-grad	9.000	Never-married	Tech-support	Own-child	White	Female	0.000	0.000	40.000	United-States	<=50K
22.000	Private	214399.000	Some-college	10.000	Never-married	Sales	Own-child	White	Female	0.000	0.000	15.000	United-States	<=50K
34.000	Private	217460.000	Bachelors	13.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000	0.000	45.000	United-States	>50K
33.000	Private	182556.000	HS-grad	9.000	Never-married	Other-service	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
41.000	Private	125831.000	HS-grad	9.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	2051.000	60.000	United-States	<=50K
29.000	Private	271328.000	Bachelors	13.000	Never-married	Prof-specialty	Not-in-family	White	Male	4650.000	0.000	40.000	United-States	<=50K
50.000	Local-gov	50459.000	HS-grad	9.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000	0.000	42.000	United-States	>50K
42.000	Private	162140.000	Bachelors	13.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	7298.000	0.000	45.000	United-States	>50K
43.000	Private	177937.000	Bachelors	13.000	Never-married	Prof-specialty	Not-in-family	White	Male	0.000	0.000	40.000	?	>50K
44.000	Private	111502.000	HS-grad	9.000	Married-civ-spouse	Sales	Wife	White	Female	0.000	0.000	40.000	United-States	<=50K
20.000	Private	299047.000	Some-college	10.000	Never-married	Other-service	Not-in-family	White	Female	0.000	0.000	20.000	United-States	<=50K
31.000	Private	223212.000	HS-grad	9.000	Married-civ-spouse	Other-service	Husband	White	Male	0.000	0.000	40.000	Mexico	<=50K
65.000	Self-emp-not-inc	118474.000	11th	7.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	9386.000	0.000	59.000	?	>50K
23.000	Private	352139.000	Some-college	10.000	Never-married	Other-service	Not-in-family	White	Female	0.000	0.000	24.000	United-States	<=50K
55.000	Private	173093.000	Some-college	10.000	Divorced	Adm-clerical	Not-in-family	Asian-Pac-Islander	Female	0.000	0.000	40.000	United-States	<=50K
26.000	Private	181655.000	Assoc-voc	11.000	Married-civ-spouse	Adm-clerical	Husband	White	Male	0.000	2377.000	45.000	United-States	<=50K
25.000	Private	332702.000	Assoc-voc	11.000	Never-married	Other-service	Own-child	White	Female	0.000	0.000	15.000	United-States	<=50K
45.000	?	51164.000	Some-college	10.000	Married-civ-spouse	?	Wife	Black	Female	0.000	0.000	40.000	United-States	<=50K
35.000	Private	234901.000	Some-college	10.000	Married-civ-spouse	Craft-repair	Husband	White	Male	2407.000	0.000	40.000	United-States	<=50K
36.000	Private	131414.000	Some-college	10.000	Never-married	Sales	Not-in-family	Black	Female	0.000	0.000	36.000	United-States	<=50K
43.000	State-gov	260960.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	50.000	United-States	<=50K
56.000	Private	156052.000	HS-grad	9.000	Widowed	Other-service	Unmarried	Black	Female	594.000	0.000	20.000	United-States	<=50K
42.000	Private	279914.000	Bachelors	13.000	Married-civ-spouse	Tech-support	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
19.000	Private	192453.000	Some-college	10.000	Never-married	Other-service	Other-relative	White	Female	0.000	0.000	25.000	United-States	<=50K
55.000	Self-emp-not-inc	200939.000	HS-grad	9.000	Married-civ-spouse	Transport-moving	Husband	White	Male	0.000	0.000	72.000	United-States	<=50K
42.000	Private	151408.000	Masters	14.000	Never-married	Exec-managerial	Not-in-family	White	Female	14084.000	0.000	50.000	United-States	>50K
26.000	Private	112847.000	Assoc-voc	11.000	Never-married	Tech-support	Own-child	White	Male	0.000	0.000	40.000	United-States	<=50K
17.000	Private	316929.000	12th	8.000	Never-married	Handlers-cleaners	Own-child	White	Male	0.000	0.000	20.000	United-States	<=50K
42.000	Local-gov	126319.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Wife	White	Female	0.000	0.000	40.000	United-States	>50K
55.000	Private	197422.000	HS-grad	9.000	Married-civ-spouse	Transport-moving	Husband	White	Male	7688.000	0.000	40.000	United-States	>50K
32.000	Private	267736.000	Some-college	10.000	Never-married	Adm-clerical	Own-child	Black	Female	0.000	0.000	40.000	United-States	<=50K
29.000	Private	267034.000	11th	7.000	Never-married	Craft-repair	Own-child	Black	Male	0.000	0.000	40.000	Haiti	<=50K
46.000	State-gov	193047.000	Bachelors	13.000	Married-civ-spouse	Prof-specialty	Husband	White	Male	0.000	0.000	37.000	United-States	<=50K
29.000	State-gov	356089.000	Bachelors	13.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	7688.000	0.000	40.000	United-States	>50K
22.000	Private	223515.000	Bachelors	13.000	Never-married	Prof-specialty	Unmarried	White	Male	0.000	0.000	20.000	United-States	<=50K
58.000	Self-emp-not-inc	87510.000	10th	6.000	Married-civ-spouse	Craft-repair	Husband	White	Male	0.000	0.000	40.000	United-States	<=50K
23.000	Private	145111.000	HS-grad	9.000	Never-married	Transport-moving	Unmarried	White	Male	0.000	0.000	50.000	United-States	<=50K
39.000	Private	48093.000	HS-grad	9.000	Never-married	Handlers-cleaners	Not-in-family	White	Male	0.000	0.000	40.000	United-States	<=50K
27.000	Private	31757.000	Assoc-voc	11.000	Never-married	Craft-repair	Own-child	White	Male	0.000	0.000	38.000	United-States	<=50K
54.000	Private	285854.000	HS-grad	9.000	Married-civ-spouse	Transport-moving	Husband	White	Male	0.000	0.000	40.000	United-States	>50K
33.000	Local-gov	120064.000	Bachelors	13.000	Never-married	Prof-specialty	Not-in-family	White	Female	0.000	0.000	45.000	United-States	<=50K
46.000	Federal-gov	167381.000	HS-grad	9.000	Married-civ-spouse	Adm-clerical	Wife	White	Female	0.000	0.000	40.000	United-States	>50K
37.000	Private	103408.000	HS-grad	9.000	Never-married	Farming-fishing	Not-in-family	Black	Male	0.000	0.000	40.000	United-States	<=50K
36.000	Private	101460.000	HS-grad	9.000	Never-married	Other-service	Not-in-family	White	Female	0.000	0.000	18.000	United-States	<=50K
59.000	Local-gov	420537.000	HS-grad	9.000	Married-civ-spouse	Adm-clerical	Wife	White	Female	0.000	0.000	38.000	United-States	>50K
34.000	Local-gov	119411.000	HS-grad	9.000	Divorced	Protective-serv	Unmarried	White	Male	0.000	0.000	40.000	Portugal	<=50K
53.000	Self-emp-inc	128272.000	Doctorate	16.000	Married-civ-spouse	Exec-managerial	Husband	White	Male	0.000	0.000	70.000	United-States	>50K
51.000	Private	386773.000	Bachelors	13.000	Never-married	Sales	Not-in-family	White	Male	0.000	0.000	55.000	United-States	>50K
32.000	Private	283268.000	10th	6.000	Separated	Other-service	Unmarried	White	Female	0.000	0.000	42.000	United-States	<=50K
